region,site,block,plot,water,net,fruit,seeds,exclude_seeds_estimated,blocksite,MAT_hist,MAP_hist,Tsum_exp,PPT_sm_exp
Southwest,Highway 26,7,C,no,no,3,21,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,C,no,no,4,10,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,P,no,yes,1,7,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,P,no,yes,2,0,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,P,no,yes,3,27,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,P,no,yes,4,11,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,PW,yes,yes,1,0,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,PW,yes,yes,2,8,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,PW,yes,yes,3,10,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,PW,yes,yes,4,8,,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Highway 26,7,W,yes,no,0,16,yes,Highway 26 7,7.54,394.86,17.36499977,43.79999924
Southwest,Leslie Gulch,1,C,no,no,1,35,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,C,no,no,2,36,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,C,no,no,3,18,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,C,no,no,4,8,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,P,no,yes,1,6,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,PW,yes,yes,1,0,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,PW,yes,yes,2,0,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,PW,yes,yes,3,7,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,PW,yes,yes,4,4,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,W,yes,no,1,0,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,W,yes,no,2,4,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,W,yes,no,3,3,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,1,W,yes,no,4,32,,Leslie Gulch 1,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,C,no,no,1,16,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,C,no,no,2,3,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,C,no,no,3,6,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,C,no,no,4,20,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,P,no,yes,1,12,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,P,no,yes,2,4,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,P,no,yes,3,16,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,P,no,yes,4,16,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,PW,yes,yes,1,4,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,PW,yes,yes,2,8,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,PW,yes,yes,3,12,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,PW,yes,yes,4,20,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,W,yes,no,1,28,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,W,yes,no,2,5,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,W,yes,no,3,18,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,2,W,yes,no,4,1,,Leslie Gulch 2,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,C,no,no,1,30,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,C,no,no,2,23,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,P,no,yes,1,35,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,P,no,yes,2,3,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,P,no,yes,3,4,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,P,no,yes,4,13,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,PW,yes,yes,1,0,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,PW,yes,yes,2,3,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,PW,yes,yes,3,2,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,PW,yes,yes,4,3,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,W,yes,no,1,10,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,W,yes,no,2,21,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,W,yes,no,3,10,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,3,W,yes,no,4,45,,Leslie Gulch 3,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,C,no,no,1,20,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,C,no,no,2,28,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,P,no,yes,1,0,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,P,no,yes,2,7,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,PW,yes,yes,1,11,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,PW,yes,yes,2,1,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,PW,yes,yes,3,14,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,PW,yes,yes,4,2,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,W,yes,no,1,8,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,W,yes,no,2,9,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,W,yes,no,3,24,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,4,W,yes,no,4,16,,Leslie Gulch 4,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,C,no,no,1,10,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,C,no,no,2,18,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,C,no,no,3,26,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,C,no,no,4,21,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,P,no,yes,1,1,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,P,no,yes,2,22,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,P,no,yes,3,6,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,PW,yes,yes,1,13,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,PW,yes,yes,2,12,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,PW,yes,yes,3,1,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,PW,yes,yes,4,5,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,W,yes,no,1,24,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,W,yes,no,2,28,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,W,yes,no,3,12,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,Leslie Gulch,5,W,yes,no,4,16,,Leslie Gulch 5,9.18,287.8,21.06999969,26.57999992
Southwest,McKay Creek,1,C,no,no,1,42,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,C,no,no,2,23,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,C,no,no,3,26,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,C,no,no,4,24,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,P,no,yes,1,21,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,P,no,yes,2,0,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,P,no,yes,3,32,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,PW,yes,yes,1,3,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,PW,yes,yes,2,5,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,PW,yes,yes,3,8,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,PW,yes,yes,4,6,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,W,yes,no,1,41,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,W,yes,no,2,2,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,W,yes,no,3,31,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,1,W,yes,no,4,22,,McKay Creek 1,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,C,no,no,1,8,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,C,no,no,2,10,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,C,no,no,3,12,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,P,no,yes,1,1,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,P,no,yes,2,2,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,P,no,yes,3,0,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,P,no,yes,4,0,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,PW,yes,yes,1,5,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,PW,yes,yes,2,0,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,PW,yes,yes,3,1,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,PW,yes,yes,4,2,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,W,yes,no,1,2,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,W,yes,no,2,0,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,W,yes,no,3,30,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,2,W,yes,no,4,10,,McKay Creek 2,7.488,400,17.75,31.30999947
Southwest,McKay Creek,3,C,no,no,1,39,,McKay Creek 3,7.488,400,17.75,31.30999947
Southwest,McKay Creek,3,C,no,no,2,36,,McKay Creek 3,7.488,400,17.75,31.30999947
Southwest,McKay Creek,3,C,no,no,3,41,,McKay Creek 3,7.488,400,17.75,31.30999947
Southwest,McKay Creek,3,C,no,no,4,0,,McKay Creek 3,7.488,400,17.75,31.30999947
Southwest,McKay Creek,3,W,yes,no,1,0,,McKay Creek 3,7.488,400,17.75,31.30999947
Southwest,McKay Creek,3,W,yes,no,2,5,,McKay Creek 3,7.488,400,17.75,31.30999947
Southwest,McKay Creek,3,W,yes,no,3,11,,McKay Creek 3,7.488,400,17.75,31.30999947
Southwest,McKay Creek,4,C,no,no,1,22,,McKay Creek 4,7.488,400,17.75,31.30999947
Southwest,McKay Creek,4,C,no,no,2,8,,McKay Creek 4,7.488,400,17.75,31.30999947
Southwest,McKay Creek,4,C,no,no,3,5,,McKay Creek 4,7.488,400,17.75,31.30999947
Southwest,McKay Creek,4,C,no,no,4,51,,McKay Creek 4,7.488,400,17.75,31.30999947
Southwest,McKay Creek,4,W,yes,no,1,45,,McKay Creek 4,7.488,400,17.75,31.30999947
Southwest,McKay Creek,4,W,yes,no,2,43,,McKay Creek 4,7.488,400,17.75,31.30999947
Southwest,McKay Creek,4,W,yes,no,3,38,,McKay Creek 4,7.488,400,17.75,31.30999947
Southwest,McKay Creek,4,W,yes,no,4,38,,McKay Creek 4,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,C,no,no,1,43,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,C,no,no,2,19,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,C,no,no,3,47,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,C,no,no,4,21,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,PW,yes,yes,1,0,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,PW,yes,yes,2,21,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,PW,yes,yes,3,13,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,PW,yes,yes,4,35,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,W,yes,no,1,34,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,W,yes,no,2,14,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,W,yes,no,3,9,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,5,W,yes,no,4,19,,McKay Creek 5,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,C,no,no,1,19,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,C,no,no,2,44,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,C,no,no,3,43,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,C,no,no,4,7,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,PW,yes,yes,1,20,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,PW,yes,yes,2,0,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,W,yes,no,1,11,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,W,yes,no,2,22,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,W,yes,no,3,43,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,6,W,yes,no,4,48,,McKay Creek 6,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,C,no,no,1,39,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,C,no,no,2,57,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,C,no,no,3,17,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,C,no,no,4,31,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,PW,yes,yes,1,24,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,PW,yes,yes,2,14,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,PW,yes,yes,3,0,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,W,yes,no,1,20,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,W,yes,no,2,17,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,W,yes,no,3,27,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,7,W,yes,no,4,32,,McKay Creek 7,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,C,no,no,1,10,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,C,no,no,2,0,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,C,no,no,3,30,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,C,no,no,4,44,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,P,no,yes,1,1,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,P,no,yes,2,27,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,P,no,yes,3,0,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,P,no,yes,4,5,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,PW,yes,yes,1,4,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,PW,yes,yes,2,5,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,PW,yes,yes,3,10,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,PW,yes,yes,4,0,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,W,yes,no,1,6,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,W,yes,no,2,32,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,W,yes,no,3,0,,McKay Creek 8,7.488,400,17.75,31.30999947
Southwest,McKay Creek,8,W,yes,no,4,10,,McKay Creek 8,7.488,400,17.75,31.30999947
